0.35	0.000641028	0.000214198
1.05	0.002135987	0.000324301
1.96	0.002484207	0.000501202
2.46	0.000676036	9.78236E-05
2.93	0.003464955	0.000217121
3.34	0.01485474	0.002253613
3.87	0.001924548	0.000307614
4.67	0.026627597	0.000970192
5.11	0.116860878	0.003721598
5.55	0.105384596	0.003425453
6.01	0.016758674	0.000803423
6.47	0.422919101	0.01386002
6.98	0.226082373	0.007399938
7.35	0.547801563	0.020361723
7.81	0.808829334	0.025934825
8.25	0.569555516	0.018027321
8.7	1.009230976	0.031141133
9.15	1.102289119	0.034037552
9.6	0.9941899	0.030918773
10.04	0.915536924	0.029315501
10.5	1.066891189	0.03312934
10.95	0.921092868	0.029038085
11.4	0.973321618	0.030946053
11.85	0.982953815	0.030745443
12.3	1.025965491	0.031959795
12.75	1.090447382	0.034852001
13.2	1.05002167	0.03257342
13.65	1.110919436	0.035356794
14.1	1.173976359	0.039592352
14.55	1.226359004	0.039727906
15	1.09925567	0.038141892
