0.12	0.008099293	0.005989178
0.6	0.024194734	0.002721574
1.04	0.044003765	0.010300883
1.49	0.162968943	0.012627625
1.95	0.484504566	0.021330255
2.39	0.64260895	0.053585632
2.89	0.735328406	0.030994978
3.29	0.573368316	0.092793282
3.84	0.897772843	0.052823828
4.64	0.993219874	0.073217872
5.09	1.166563396	0.232081386
5.98	1.012412869	0.05300485
6.44	1.065191332	0.043100217
7.35	1.054728233	0.10153411
7.78	1.092126115	0.059641358
8.25	0.824902151	0.101071901
8.69	0.998723017	0.060468996
9.14	0.974063419	0.05380211
9.59	1.017750866	0.049861229
10.04	0.989129275	0.070553003
10.49	1.020333423	0.114325296
