0.26	0.000292804	0.000488098
0.87	0.000548841	0.000219937
1.77	0.000679803	9.8347E-05
2.22	0.000865562	0.000109917
2.68	0.002421866	0.000114172
3.11	0.005926247	0.000344977
3.57	0.003231349	0.000322174
4.03	0.007058887	0.000350177
4.47	0.012017826	0.000596359
4.93	0.000751711	0.000644648
5.37	0.157556779	0.005172005
5.83	0.223102953	0.007212845
6.27	0.150282924	0.004693248
6.73	0.356209944	0.011862579
7.17	0.41820711	0.013937895
7.62	0.549313049	0.017081614
8.07	0.61116284	0.019853355
8.51	0.699872126	0.0222061
8.97	0.799919906	0.031023563
9.42	0.8976955	0.02837205
9.86	0.905924925	0.028948391
10.33	0.882832059	0.028123743
10.77	0.914032924	0.03016982
11.22	0.919263453	0.031094919
11.67	0.916530502	0.029077036
12.12	0.984773957	0.030672369
12.57	0.946686345	0.031488832
13.02	1.008420501	0.031267543
13.47	0.982884546	0.031671393
13.92	0.999024109	0.031608953
14.37	1.062984499	0.033269145
14.82	1.014273462	0.032210232
15.27	0.895050915	0.029051119
15.72	1.041062011	0.033513667
16.17	1.064427154	0.033819825
