0.51	0.030199351	0.001534828
1.37	0.005854796	0.000235068
1.8	0.025507827	0.000895931
2.27	0.098891362	0.00324449
2.72	0.052842551	0.002031312
3.2	0.121148453	0.004532949
3.65	0.170368238	0.006462284
4.07	0.504713063	0.016293504
4.57	0.491119635	0.015849523
4.96	0.676241052	0.021905045
5.43	0.738650617	0.023419726
5.86	0.771539037	0.024595708
6.3	0.886546242	0.028678667
6.76	0.974482207	0.033056456
7.22	0.956069458	0.030039744
7.68	0.961722223	0.029842673
8.12	0.994047301	0.031497206
8.56	1.019088695	0.031786801
9.02	1.025394146	0.031755848
9.47	1.063872273	0.032419201
9.92	1.029787095	0.031730764
10.36	1.021042247	0.031416338
10.82	1.03635857	0.032516373
11.27	0.963250514	0.030464742
11.72	0.961279422	0.030203032
12.18	0.938068112	0.029816177
12.61	1.177879172	0.037488693
13.06	1.016410416	0.031395781
13.52	0.944033107	0.045428096
13.97	0.989556573	0.033429831
14.38	0.988674616	0.034375934
14.86	1.02540635	0.032482172
15.3	1.052329354	0.035656414
