0.29	0.000184639	0.000923214
0.99	-0.002875516	-0.002878563
1.48	0.000485701	0.001360113
1.83	0.000839314	0.000280593
2.28	0.001592677	0.000470524
2.73	0.000990157	0.000792726
3.18	0.001933237	0.000389812
3.63	0.003828319	0.000891152
4.08	0.004545931	0.000558983
4.53	0.017866575	0.001459758
4.98	0.03341737	0.001792768
5.43	0.016788776	0.001125886
5.88	0.065508698	0.00305652
6.33	0.083778949	0.0033249
6.78	0.145091694	0.005411003
7.23	0.168047615	0.006224371
7.68	0.33741497	0.016814897
8.13	0.392792925	0.015890956
8.58	0.310503682	0.011925741
9.03	0.357450199	0.012270385
9.48	0.612245128	0.027920328
9.93	0.81647761	0.035655441
10.38	0.782203591	0.041121747
10.83	0.853413373	0.051818263
11.28	0.929727229	0.051015297
11.73	0.96268789	0.062306105
12.18	0.943221103	0.049435209
12.63	1.046307389	0.052263192
13.08	1.360331375	0.087155001
13.53	0.978410078	0.037749625
13.98	1.06937354	0.068082422
